temperature	V(n005)	V(n006)
9.859999999998831e+001	3.239886e-001	2.933586e-001
9.849999999998829e+001	3.239013e-001	2.936220e-001
9.839999999998827e+001	3.238139e-001	2.938853e-001
9.829999999998825e+001	3.237266e-001	2.941487e-001
9.819999999998822e+001	3.236392e-001	2.944120e-001
9.809999999998820e+001	3.235519e-001	2.946754e-001
9.799999999998818e+001	3.234645e-001	2.949387e-001
9.789999999998815e+001	3.233771e-001	2.952020e-001
9.779999999998813e+001	3.232898e-001	2.954653e-001
9.769999999998811e+001	3.232024e-001	2.957286e-001
9.759999999998809e+001	3.231151e-001	2.959919e-001
9.749999999998806e+001	3.230277e-001	2.962552e-001
9.739999999998804e+001	3.229403e-001	2.965185e-001
9.729999999998802e+001	3.228529e-001	2.967817e-001
9.719999999998800e+001	3.227655e-001	2.970450e-001
9.709999999998797e+001	3.226781e-001	2.973082e-001
9.699999999998795e+001	3.225907e-001	2.975715e-001
9.689999999998793e+001	3.225033e-001	2.978347e-001
9.679999999998790e+001	3.224159e-001	2.980979e-001
9.669999999998788e+001	3.223285e-001	2.983611e-001
9.659999999998786e+001	3.222411e-001	2.986243e-001
9.649999999998784e+001	3.221537e-001	2.988875e-001
9.639999999998781e+001	3.220662e-001	2.991507e-001
9.629999999998779e+001	3.219788e-001	2.994138e-001
9.619999999998777e+001	3.218913e-001	2.996770e-001
9.609999999998775e+001	3.218038e-001	2.999401e-001
9.599999999998772e+001	3.217163e-001	3.002033e-001
9.589999999998770e+001	3.216288e-001	3.004664e-001
9.579999999998768e+001	3.215413e-001	3.007295e-001
9.569999999998765e+001	3.214538e-001	3.009926e-001
9.559999999998763e+001	3.213663e-001	3.012557e-001
9.549999999998761e+001	3.212787e-001	3.015188e-001
9.539999999998759e+001	3.211911e-001	3.017819e-001
9.529999999998756e+001	3.211035e-001	3.020450e-001
9.519999999998754e+001	3.210158e-001	3.023080e-001
9.509999999998752e+001	3.209281e-001	3.025711e-001
9.499999999998749e+001	3.208403e-001	3.028341e-001
9.489999999998747e+001	3.207525e-001	3.030972e-001
9.479999999998745e+001	3.206647e-001	3.033602e-001
9.469999999998743e+001	3.205768e-001	3.036232e-001
9.459999999998740e+001	3.204888e-001	3.038862e-001
9.449999999998738e+001	3.204007e-001	3.041492e-001
9.439999999998736e+001	3.203124e-001	3.044122e-001
9.429999999998734e+001	3.202241e-001	3.046751e-001
9.419999999998731e+001	3.201356e-001	3.049381e-001
9.409999999998729e+001	3.200469e-001	3.052011e-001
9.399999999998727e+001	3.199580e-001	3.054640e-001
9.389999999998724e+001	3.198689e-001	3.057269e-001
9.379999999998722e+001	3.197793e-001	3.059898e-001
9.369999999998720e+001	3.196894e-001	3.062527e-001
9.359999999998718e+001	3.195990e-001	3.065157e-001
9.349999999998715e+001	3.195079e-001	3.067786e-001
9.339999999998713e+001	3.194160e-001	3.070414e-001
9.329999999998711e+001	3.193232e-001	3.073043e-001
9.319999999998709e+001	3.192289e-001	3.075672e-001
9.309999999998706e+001	3.191330e-001	3.078300e-001
9.299999999998704e+001	3.190349e-001	3.080929e-001
9.289999999998702e+001	3.189338e-001	3.083557e-001
9.279999999998699e+001	3.188286e-001	3.086185e-001
9.269999999998697e+001	3.187177e-001	3.088813e-001
9.259999999998695e+001	3.185988e-001	3.091441e-001
9.249999999998693e+001	3.184678e-001	3.094069e-001
9.239999999998690e+001	3.183177e-001	3.096697e-001
9.229999999998688e+001	3.181342e-001	3.099325e-001
9.219999999998686e+001	3.178793e-001	3.101953e-001
9.209999999998684e+001	2.675211e-001	3.104580e-001
9.199999999998681e+001	2.674476e-001	3.107208e-001
9.189999999998679e+001	2.673740e-001	3.109835e-001
9.179999999998677e+001	2.673005e-001	3.112462e-001
9.169999999998674e+001	2.672269e-001	3.115090e-001
9.159999999998672e+001	2.671534e-001	3.117717e-001
9.149999999998670e+001	2.670798e-001	3.120344e-001
9.139999999998668e+001	2.670063e-001	3.122970e-001
9.129999999998665e+001	2.669327e-001	3.125597e-001
9.119999999998663e+001	2.668592e-001	3.128224e-001
9.109999999998661e+001	2.667856e-001	3.130850e-001
9.099999999998659e+001	2.667121e-001	3.133477e-001
9.089999999998656e+001	2.666385e-001	3.136103e-001
9.079999999998654e+001	2.665650e-001	3.138730e-001
9.069999999998652e+001	2.664914e-001	3.141356e-001
9.059999999998649e+001	2.664179e-001	3.143982e-001
9.049999999998647e+001	2.663444e-001	3.146608e-001
9.039999999998645e+001	2.662708e-001	3.149233e-001
9.029999999998643e+001	2.661973e-001	3.151859e-001
9.019999999998640e+001	2.661237e-001	3.154485e-001
9.009999999998638e+001	2.660502e-001	3.157111e-001
8.999999999998636e+001	2.659766e-001	3.159736e-001
8.989999999998634e+001	2.659031e-001	3.162361e-001
8.979999999998631e+001	2.658295e-001	3.164987e-001
8.969999999998629e+001	2.657560e-001	3.167612e-001
8.959999999998627e+001	2.656825e-001	3.170237e-001
8.949999999998624e+001	2.656089e-001	3.172862e-001
8.939999999998622e+001	2.655354e-001	3.175487e-001
8.929999999998620e+001	2.654618e-001	3.178112e-001
8.919999999998618e+001	2.653883e-001	3.180736e-001
8.909999999998615e+001	2.653147e-001	3.183361e-001
8.899999999998613e+001	2.652412e-001	3.185985e-001
8.889999999998611e+001	2.651677e-001	3.188610e-001
8.879999999998609e+001	2.650941e-001	3.191234e-001
8.869999999998606e+001	2.650205e-001	3.193858e-001
8.859999999998604e+001	2.649470e-001	3.196482e-001
8.849999999998602e+001	2.648735e-001	3.199106e-001
8.839999999998599e+001	2.647999e-001	3.201730e-001
8.829999999998597e+001	2.647264e-001	3.204354e-001
8.819999999998595e+001	2.646528e-001	3.206978e-001
8.809999999998593e+001	2.645793e-001	3.209601e-001
8.799999999998590e+001	2.645057e-001	3.212225e-001
8.789999999998588e+001	2.644322e-001	3.214848e-001
8.779999999998586e+001	2.643587e-001	3.217471e-001
8.769999999998584e+001	2.642851e-001	3.220094e-001
8.759999999998581e+001	2.642116e-001	3.222718e-001
8.749999999998579e+001	2.641380e-001	3.225341e-001
8.739999999998577e+001	2.640645e-001	3.227963e-001
8.729999999998574e+001	2.639910e-001	3.230586e-001
8.719999999998572e+001	2.639174e-001	3.233209e-001
8.709999999998570e+001	2.638439e-001	3.235831e-001
8.699999999998568e+001	2.637703e-001	3.238454e-001
8.689999999998565e+001	2.636968e-001	3.241076e-001
8.679999999998563e+001	2.636232e-001	3.243698e-001
8.669999999998561e+001	2.635497e-001	3.246321e-001
8.659999999998559e+001	2.634762e-001	3.248943e-001
8.649999999998556e+001	2.634026e-001	3.251565e-001
8.639999999998554e+001	2.633291e-001	3.254187e-001
8.629999999998552e+001	2.632555e-001	3.256808e-001
8.619999999998549e+001	2.631820e-001	3.259430e-001
8.609999999998547e+001	2.631085e-001	3.262052e-001
8.599999999998545e+001	2.630349e-001	3.264673e-001
8.589999999998543e+001	2.629614e-001	3.267294e-001
8.579999999998540e+001	2.628878e-001	3.269916e-001
8.569999999998538e+001	2.628143e-001	3.272537e-001
8.559999999998536e+001	2.627407e-001	3.275158e-001
8.549999999998533e+001	2.626672e-001	3.277779e-001
8.539999999998531e+001	2.625937e-001	3.280400e-001
8.529999999998529e+001	2.625201e-001	3.283020e-001
8.519999999998527e+001	2.624466e-001	3.285641e-001
8.509999999998524e+001	2.623730e-001	3.288262e-001
8.499999999998522e+001	2.622995e-001	3.290882e-001
8.489999999998520e+001	2.622260e-001	3.293502e-001
8.479999999998518e+001	2.621524e-001	3.296123e-001
8.469999999998515e+001	2.620789e-001	3.298743e-001
8.459999999998513e+001	2.620053e-001	3.301363e-001
8.449999999998511e+001	2.619318e-001	3.303983e-001
8.439999999998508e+001	2.618582e-001	3.306603e-001
8.429999999998506e+001	2.617847e-001	3.309222e-001
8.419999999998504e+001	2.617112e-001	3.311842e-001
8.409999999998502e+001	2.616376e-001	3.314461e-001
8.399999999998499e+001	2.615641e-001	3.317081e-001
8.389999999998497e+001	2.614905e-001	3.319700e-001
8.379999999998495e+001	2.614170e-001	3.322320e-001
8.369999999998493e+001	2.613434e-001	3.324939e-001
8.359999999998490e+001	2.612699e-001	3.327558e-001
8.349999999998488e+001	2.611964e-001	3.330177e-001
8.339999999998486e+001	2.611228e-001	3.332796e-001
8.329999999998483e+001	2.610493e-001	3.335414e-001
8.319999999998481e+001	2.609757e-001	3.338033e-001
8.309999999998479e+001	2.609022e-001	3.340651e-001
8.299999999998477e+001	2.608286e-001	3.343270e-001
8.289999999998474e+001	2.607551e-001	3.345888e-001
8.279999999998472e+001	2.606816e-001	3.348506e-001
8.269999999998470e+001	2.606080e-001	3.351125e-001
8.259999999998468e+001	2.605345e-001	3.353742e-001
8.249999999998465e+001	2.604609e-001	3.356360e-001
8.239999999998463e+001	2.603874e-001	3.358978e-001
8.229999999998461e+001	2.603139e-001	3.361596e-001
8.219999999998458e+001	2.602403e-001	3.364213e-001
8.209999999998456e+001	2.601668e-001	3.366831e-001
8.199999999998454e+001	2.600932e-001	3.369448e-001
8.189999999998452e+001	2.600197e-001	3.372066e-001
8.179999999998449e+001	2.599462e-001	3.374683e-001
8.169999999998447e+001	2.598726e-001	3.377300e-001
8.159999999998445e+001	2.597991e-001	3.379917e-001
8.149999999998443e+001	2.597255e-001	3.382534e-001
8.139999999998440e+001	2.596520e-001	3.385150e-001
8.129999999998438e+001	2.595785e-001	3.387767e-001
8.119999999998436e+001	2.595049e-001	3.390384e-001
8.109999999998433e+001	2.594314e-001	3.393000e-001
8.099999999998431e+001	2.593578e-001	3.395617e-001
8.089999999998429e+001	2.592843e-001	3.398233e-001
8.079999999998427e+001	2.592107e-001	3.400849e-001
8.069999999998424e+001	2.591372e-001	3.403465e-001
8.059999999998422e+001	2.590637e-001	3.406081e-001
8.049999999998420e+001	2.589901e-001	3.408697e-001
8.039999999998418e+001	2.589166e-001	3.411313e-001
8.029999999998415e+001	2.588430e-001	3.413928e-001
8.019999999998413e+001	2.587695e-001	3.416544e-001
8.009999999998411e+001	2.586960e-001	3.419159e-001
7.999999999998408e+001	2.586224e-001	3.421775e-001
7.989999999998406e+001	2.585489e-001	3.424390e-001
7.979999999998404e+001	2.584753e-001	3.427005e-001
7.969999999998402e+001	2.584018e-001	3.429620e-001
7.959999999998399e+001	2.583283e-001	3.432235e-001
7.949999999998397e+001	2.582547e-001	3.434850e-001
7.939999999998395e+001	2.581812e-001	3.437465e-001
7.929999999998393e+001	2.581076e-001	3.440079e-001
7.919999999998390e+001	2.580341e-001	3.442694e-001
7.909999999998388e+001	2.579605e-001	3.445308e-001
7.899999999998386e+001	2.578870e-001	3.447922e-001
7.889999999998383e+001	2.578135e-001	3.450537e-001
7.879999999998381e+001	2.577399e-001	3.453151e-001
7.869999999998379e+001	2.576664e-001	3.455765e-001
7.859999999998377e+001	2.575928e-001	3.458379e-001
7.849999999998374e+001	2.575193e-001	3.460993e-001
7.839999999998372e+001	2.574458e-001	3.463606e-001
7.829999999998370e+001	2.573722e-001	3.466220e-001
7.819999999998368e+001	2.572986e-001	3.468833e-001
7.809999999998365e+001	2.572251e-001	3.471447e-001
7.799999999998363e+001	2.571516e-001	3.474060e-001
7.789999999998361e+001	2.570780e-001	3.476673e-001
7.779999999998358e+001	2.570045e-001	3.479286e-001
7.769999999998356e+001	2.569309e-001	3.481899e-001
7.759999999998354e+001	2.568574e-001	3.484512e-001
7.749999999998352e+001	2.567839e-001	3.487125e-001
7.739999999998349e+001	2.567103e-001	3.489738e-001
7.729999999998347e+001	2.566368e-001	3.492350e-001
7.719999999998345e+001	2.565632e-001	3.494962e-001
7.709999999998342e+001	2.564897e-001	3.497575e-001
7.699999999998340e+001	2.564161e-001	3.500187e-001
7.689999999998338e+001	2.563426e-001	3.502799e-001
7.679999999998336e+001	2.562691e-001	3.505411e-001
7.669999999998333e+001	2.561955e-001	3.508023e-001
7.659999999998331e+001	2.561220e-001	3.510635e-001
7.649999999998329e+001	2.560484e-001	3.513247e-001
7.639999999998327e+001	2.559749e-001	3.515858e-001
7.629999999998324e+001	2.559014e-001	3.518470e-001
7.619999999998322e+001	2.558278e-001	3.521081e-001
7.609999999998320e+001	2.557543e-001	3.523692e-001
7.599999999998317e+001	2.556807e-001	3.526304e-001
7.589999999998315e+001	2.556072e-001	3.528915e-001
7.579999999998313e+001	2.555336e-001	3.531526e-001
7.569999999998311e+001	2.554601e-001	3.534137e-001
7.559999999998308e+001	2.553866e-001	3.536747e-001
7.549999999998306e+001	2.553130e-001	3.539358e-001
7.539999999998304e+001	2.552395e-001	3.541969e-001
7.529999999998302e+001	2.551659e-001	3.544579e-001
7.519999999998299e+001	2.550924e-001	3.547190e-001
7.509999999998297e+001	2.550189e-001	3.549800e-001
7.499999999998295e+001	2.549453e-001	3.552410e-001
7.489999999998292e+001	2.548718e-001	3.555020e-001
7.479999999998290e+001	2.547982e-001	3.557630e-001
7.469999999998288e+001	2.547247e-001	3.560240e-001
7.459999999998286e+001	2.546511e-001	3.562849e-001
7.449999999998283e+001	2.545776e-001	3.565459e-001
7.439999999998281e+001	2.545041e-001	3.568069e-001
7.429999999998279e+001	2.544305e-001	3.570678e-001
7.419999999998277e+001	2.543570e-001	3.573287e-001
7.409999999998274e+001	2.542834e-001	3.575897e-001
7.399999999998272e+001	2.542099e-001	3.578506e-001
7.389999999998270e+001	2.541364e-001	3.581115e-001
7.379999999998267e+001	2.540628e-001	3.583724e-001
7.369999999998265e+001	2.539892e-001	3.586332e-001
7.359999999998263e+001	2.539157e-001	3.588941e-001
7.349999999998261e+001	2.538422e-001	3.591550e-001
7.339999999998258e+001	2.537686e-001	3.594158e-001
7.329999999998256e+001	2.536951e-001	3.596767e-001
7.319999999998254e+001	2.536215e-001	3.599375e-001
7.309999999998252e+001	2.535480e-001	3.601983e-001
7.299999999998249e+001	2.534744e-001	3.604591e-001
7.289999999998247e+001	2.534009e-001	3.607199e-001
7.279999999998245e+001	2.533274e-001	3.609807e-001
7.269999999998242e+001	2.532538e-001	3.612415e-001
7.259999999998240e+001	2.531803e-001	3.615023e-001
7.249999999998238e+001	2.531067e-001	3.617630e-001
7.239999999998236e+001	2.530332e-001	3.620237e-001
7.229999999998233e+001	2.529597e-001	3.622845e-001
7.219999999998231e+001	2.528861e-001	3.625452e-001
7.209999999998229e+001	2.528126e-001	3.628059e-001
7.199999999998227e+001	2.527390e-001	3.630666e-001
7.189999999998224e+001	2.526655e-001	3.633273e-001
7.179999999998222e+001	2.525919e-001	3.635880e-001
7.169999999998220e+001	2.525184e-001	3.638487e-001
7.159999999998217e+001	2.524449e-001	3.641093e-001
7.149999999998215e+001	2.523713e-001	3.643700e-001
7.139999999998213e+001	2.522978e-001	3.646306e-001
7.129999999998211e+001	2.522242e-001	3.648912e-001
7.119999999998208e+001	2.521507e-001	3.651519e-001
7.109999999998206e+001	2.520771e-001	3.654124e-001
7.099999999998204e+001	2.520036e-001	3.656730e-001
7.089999999998202e+001	2.519301e-001	3.659336e-001
7.079999999998199e+001	2.518565e-001	3.661942e-001
7.069999999998197e+001	2.517830e-001	3.664548e-001
7.059999999998195e+001	2.517094e-001	3.667153e-001
7.049999999998192e+001	2.516359e-001	3.669759e-001
7.039999999998190e+001	2.515623e-001	3.672364e-001
7.029999999998188e+001	2.514888e-001	3.674969e-001
7.019999999998186e+001	2.514153e-001	3.677574e-001
7.009999999998183e+001	2.513417e-001	3.680179e-001
6.999999999998181e+001	2.512681e-001	3.682784e-001
6.989999999998179e+001	2.511946e-001	3.685389e-001
6.979999999998177e+001	2.511211e-001	3.687994e-001
6.969999999998174e+001	2.510475e-001	3.690598e-001
6.959999999998172e+001	2.509740e-001	3.693203e-001
6.949999999998170e+001	2.509004e-001	3.695807e-001
6.939999999998167e+001	2.508269e-001	3.698412e-001
6.929999999998165e+001	2.507533e-001	3.701016e-001
6.919999999998163e+001	2.506798e-001	3.703620e-001
6.909999999998161e+001	2.506063e-001	3.706224e-001
6.899999999998158e+001	2.505327e-001	3.708827e-001
6.889999999998156e+001	2.504592e-001	3.711431e-001
6.879999999998154e+001	2.503856e-001	3.714035e-001
6.869999999998152e+001	2.503121e-001	3.716638e-001
6.859999999998149e+001	2.502385e-001	3.719242e-001
6.849999999998147e+001	2.501650e-001	3.721845e-001
6.839999999998145e+001	2.500915e-001	3.724448e-001
6.829999999998142e+001	2.500179e-001	3.727052e-001
6.819999999998140e+001	2.499444e-001	3.729655e-001
6.809999999998138e+001	2.498708e-001	3.732257e-001
6.799999999998136e+001	2.497973e-001	3.734860e-001
6.789999999998133e+001	2.497237e-001	3.737463e-001
6.779999999998131e+001	2.496502e-001	3.740065e-001
6.769999999998129e+001	2.495766e-001	3.742668e-001
6.759999999998126e+001	2.495031e-001	3.745270e-001
6.749999999998124e+001	2.494296e-001	3.747872e-001
6.739999999998122e+001	2.493560e-001	3.750475e-001
6.729999999998120e+001	2.492825e-001	3.753077e-001
6.719999999998117e+001	2.492089e-001	3.755679e-001
6.709999999998115e+001	2.491354e-001	3.758280e-001
6.699999999998113e+001	2.490618e-001	3.760882e-001
6.689999999998111e+001	2.489883e-001	3.763484e-001
6.679999999998108e+001	2.489147e-001	3.766085e-001
6.669999999998106e+001	2.488412e-001	3.768687e-001
6.659999999998104e+001	2.487676e-001	3.771288e-001
6.649999999998101e+001	2.486941e-001	3.773889e-001
6.639999999998099e+001	2.486206e-001	3.776490e-001
6.629999999998097e+001	2.485470e-001	3.779091e-001
6.619999999998095e+001	2.484735e-001	3.781692e-001
6.609999999998092e+001	2.483999e-001	3.784293e-001
6.599999999998090e+001	2.483264e-001	3.786893e-001
6.589999999998088e+001	2.482528e-001	3.789494e-001
6.579999999998086e+001	2.481793e-001	3.792094e-001
6.569999999998083e+001	2.481057e-001	3.794695e-001
6.559999999998081e+001	2.480322e-001	3.797295e-001
6.549999999998079e+001	2.479586e-001	3.799895e-001
6.539999999998076e+001	2.478851e-001	3.802495e-001
6.529999999998074e+001	2.478116e-001	3.805095e-001
6.519999999998072e+001	2.477380e-001	3.807695e-001
6.509999999998070e+001	2.476645e-001	3.810295e-001
6.499999999998067e+001	2.475909e-001	3.812894e-001
6.489999999998065e+001	2.475174e-001	3.815494e-001
6.479999999998063e+001	2.474438e-001	3.818093e-001
6.469999999998061e+001	2.473703e-001	3.820692e-001
6.459999999998058e+001	2.472968e-001	3.823291e-001
6.449999999998056e+001	2.472232e-001	3.825890e-001
6.439999999998054e+001	2.471496e-001	3.828489e-001
6.429999999998051e+001	2.470761e-001	3.831088e-001
6.419999999998049e+001	2.470026e-001	3.833687e-001
6.409999999998047e+001	2.469290e-001	3.836285e-001
6.399999999998045e+001	2.468555e-001	3.838884e-001
6.389999999998042e+001	2.467819e-001	3.841482e-001
6.379999999998040e+001	2.467084e-001	3.844081e-001
6.369999999998038e+001	2.466348e-001	3.846679e-001
6.359999999998036e+001	2.465613e-001	3.849277e-001
6.349999999998033e+001	2.464877e-001	3.851875e-001
6.339999999998031e+001	2.464142e-001	3.854473e-001
6.329999999998029e+001	2.463406e-001	3.857071e-001
6.319999999998026e+001	2.462671e-001	3.859668e-001
6.309999999998024e+001	2.461936e-001	3.862266e-001
6.299999999998022e+001	2.461200e-001	3.864863e-001
6.289999999998020e+001	2.460465e-001	3.867460e-001
6.279999999998017e+001	2.459729e-001	3.870058e-001
6.269999999998015e+001	2.458994e-001	3.872655e-001
6.259999999998013e+001	2.458258e-001	3.875252e-001
6.249999999998011e+001	2.457523e-001	3.877849e-001
6.239999999998008e+001	2.456787e-001	3.880445e-001
6.229999999998006e+001	2.456052e-001	3.883042e-001
6.219999999998004e+001	2.455316e-001	3.885639e-001
6.209999999998001e+001	2.454581e-001	3.888235e-001
6.199999999997999e+001	2.453845e-001	3.890831e-001
6.189999999997997e+001	2.453110e-001	3.893428e-001
6.179999999997995e+001	2.452375e-001	3.896024e-001
6.169999999997992e+001	2.451639e-001	3.898620e-001
6.159999999997990e+001	2.450904e-001	3.901216e-001
6.149999999997988e+001	2.450168e-001	3.903812e-001
6.139999999997986e+001	2.449433e-001	3.906407e-001
6.129999999997983e+001	2.448697e-001	3.909003e-001
6.119999999997981e+001	2.447962e-001	3.911598e-001
6.109999999997979e+001	2.447226e-001	3.914194e-001
6.099999999997976e+001	2.446491e-001	3.916789e-001
6.089999999997974e+001	2.445755e-001	3.919384e-001
6.079999999997972e+001	2.445020e-001	3.921979e-001
6.069999999997970e+001	2.444284e-001	3.924574e-001
6.059999999997967e+001	2.443549e-001	3.927169e-001
6.049999999997965e+001	2.442814e-001	3.929764e-001
6.039999999997963e+001	2.442078e-001	3.932358e-001
6.029999999997961e+001	2.441343e-001	3.934953e-001
6.019999999997958e+001	2.440607e-001	3.937547e-001
6.009999999997956e+001	2.439872e-001	3.940141e-001
5.999999999997954e+001	2.439136e-001	3.942736e-001
5.989999999997951e+001	2.438401e-001	3.945330e-001
5.979999999997949e+001	2.437665e-001	3.947924e-001
5.969999999997947e+001	2.436930e-001	3.950518e-001
5.959999999997945e+001	2.436194e-001	3.953111e-001
5.949999999997942e+001	2.435459e-001	3.955705e-001
5.939999999997940e+001	2.434723e-001	3.958299e-001
5.929999999997938e+001	2.433988e-001	3.960892e-001
5.919999999997935e+001	2.433252e-001	3.963485e-001
5.909999999997933e+001	2.432517e-001	3.966078e-001
5.899999999997931e+001	2.431781e-001	3.968672e-001
5.889999999997929e+001	2.431046e-001	3.971265e-001
5.879999999997926e+001	2.430311e-001	3.973857e-001
5.869999999997924e+001	2.429575e-001	3.976450e-001
5.859999999997922e+001	2.428840e-001	3.979043e-001
5.849999999997920e+001	2.428104e-001	3.981636e-001
5.839999999997917e+001	2.427369e-001	3.984228e-001
5.829999999997915e+001	2.426633e-001	3.986820e-001
5.819999999997913e+001	2.425898e-001	3.989412e-001
5.809999999997910e+001	2.425162e-001	3.992005e-001
5.799999999997908e+001	2.424427e-001	3.994597e-001
5.789999999997906e+001	2.423691e-001	3.997189e-001
5.779999999997904e+001	2.422956e-001	3.999780e-001
5.769999999997901e+001	2.422220e-001	4.002372e-001
5.759999999997899e+001	2.421485e-001	4.004964e-001
5.749999999997897e+001	2.420749e-001	4.007555e-001
5.739999999997895e+001	2.420014e-001	4.010147e-001
5.729999999997892e+001	2.419278e-001	4.012738e-001
5.719999999997890e+001	2.418543e-001	4.015329e-001
5.709999999997888e+001	2.417807e-001	4.017920e-001
5.699999999997885e+001	2.417072e-001	4.020511e-001
5.689999999997883e+001	2.416336e-001	4.023102e-001
5.679999999997881e+001	2.415601e-001	4.025692e-001
5.669999999997879e+001	2.414865e-001	4.028283e-001
5.659999999997876e+001	2.414130e-001	4.030873e-001
5.649999999997874e+001	2.413394e-001	4.033464e-001
5.639999999997872e+001	2.412659e-001	4.036054e-001
5.629999999997870e+001	2.411924e-001	4.038644e-001
5.619999999997867e+001	2.411188e-001	4.041234e-001
5.609999999997865e+001	2.410453e-001	4.043824e-001
5.599999999997863e+001	2.409717e-001	4.046414e-001
5.589999999997860e+001	2.408982e-001	4.049004e-001
5.579999999997858e+001	2.408246e-001	4.051593e-001
5.569999999997856e+001	2.407511e-001	4.054183e-001
5.559999999997854e+001	2.406775e-001	4.056772e-001
5.549999999997851e+001	2.406040e-001	4.059361e-001
5.539999999997849e+001	2.405304e-001	4.061950e-001
5.529999999997847e+001	2.404569e-001	4.064540e-001
5.519999999997845e+001	2.403833e-001	4.067129e-001
5.509999999997842e+001	2.403098e-001	4.069717e-001
5.499999999997840e+001	2.402362e-001	4.072306e-001
5.489999999997838e+001	2.401627e-001	4.074894e-001
5.479999999997835e+001	2.400891e-001	4.077483e-001
5.469999999997833e+001	2.400156e-001	4.080071e-001
5.459999999997831e+001	2.399420e-001	4.082660e-001
5.449999999997829e+001	2.398685e-001	4.085248e-001
5.439999999997826e+001	2.397949e-001	4.087836e-001
5.429999999997824e+001	2.397214e-001	4.090424e-001
5.419999999997822e+001	2.396478e-001	4.093012e-001
5.409999999997820e+001	2.395743e-001	4.095600e-001
5.399999999997817e+001	2.395007e-001	4.098187e-001
5.389999999997815e+001	2.394272e-001	4.100775e-001
5.379999999997813e+001	2.393536e-001	4.103362e-001
5.369999999997810e+001	2.392801e-001	4.105949e-001
5.359999999997808e+001	2.392065e-001	4.108537e-001
5.349999999997806e+001	2.391330e-001	4.111124e-001
5.339999999997804e+001	2.390594e-001	4.113711e-001
5.329999999997801e+001	2.389859e-001	4.116297e-001
5.319999999997799e+001	2.389123e-001	4.118884e-001
5.309999999997797e+001	2.388388e-001	4.121471e-001
5.299999999997795e+001	2.387652e-001	4.124057e-001
5.289999999997792e+001	2.386917e-001	4.126644e-001
5.279999999997790e+001	2.386181e-001	4.129230e-001
5.269999999997788e+001	2.385446e-001	4.131816e-001
5.259999999997785e+001	2.384710e-001	4.134402e-001
5.249999999997783e+001	2.383975e-001	4.136988e-001
5.239999999997781e+001	2.383239e-001	4.139574e-001
5.229999999997779e+001	2.382504e-001	4.142160e-001
5.219999999997776e+001	2.381768e-001	4.144745e-001
5.209999999997774e+001	2.381033e-001	4.147331e-001
5.199999999997772e+001	2.380297e-001	4.149916e-001
5.189999999997770e+001	2.379562e-001	4.152502e-001
5.179999999997767e+001	2.378826e-001	4.155087e-001
5.169999999997765e+001	2.378091e-001	4.157672e-001
5.159999999997763e+001	2.377355e-001	4.160257e-001
5.149999999997760e+001	2.376620e-001	4.162842e-001
5.139999999997758e+001	2.375884e-001	4.165426e-001
5.129999999997756e+001	2.375149e-001	4.168011e-001
5.119999999997754e+001	2.374413e-001	4.170596e-001
5.109999999997751e+001	2.373678e-001	4.173180e-001
5.099999999997749e+001	2.372942e-001	4.175764e-001
5.089999999997747e+001	2.372207e-001	4.178348e-001
5.079999999997745e+001	2.371471e-001	4.180933e-001
5.069999999997742e+001	2.370736e-001	4.183517e-001
5.059999999997740e+001	2.370000e-001	4.186100e-001
5.049999999997738e+001	2.369265e-001	4.188684e-001
5.039999999997735e+001	2.368529e-001	4.191268e-001
5.029999999997733e+001	2.367794e-001	4.193851e-001
5.019999999997731e+001	2.367058e-001	4.196435e-001
5.009999999997729e+001	2.366323e-001	4.199018e-001
4.999999999997726e+001	2.365587e-001	4.201601e-001
4.989999999997724e+001	2.364852e-001	4.204184e-001
4.979999999997722e+001	2.364116e-001	4.206767e-001
4.969999999997719e+001	2.363381e-001	4.209350e-001
4.959999999997717e+001	2.362645e-001	4.211933e-001
4.949999999997715e+001	2.361910e-001	4.214515e-001
4.939999999997713e+001	2.361174e-001	4.217098e-001
4.929999999997710e+001	2.360439e-001	4.219680e-001
4.919999999997708e+001	2.359703e-001	4.222263e-001
4.909999999997706e+001	2.358968e-001	4.224845e-001
4.899999999997704e+001	2.358232e-001	4.227427e-001
4.889999999997701e+001	2.357497e-001	4.230009e-001
4.879999999997699e+001	2.356761e-001	4.232591e-001
4.869999999997697e+001	2.356026e-001	4.235173e-001
4.859999999997694e+001	2.355290e-001	4.237754e-001
4.849999999997692e+001	2.354555e-001	4.240336e-001
4.839999999997690e+001	2.353819e-001	4.242917e-001
4.829999999997688e+001	2.353084e-001	4.245498e-001
4.819999999997685e+001	2.352348e-001	4.248079e-001
4.809999999997683e+001	2.351613e-001	4.250661e-001
4.799999999997681e+001	2.350877e-001	4.253241e-001
4.789999999997679e+001	2.350142e-001	4.255822e-001
4.779999999997676e+001	2.349406e-001	4.258403e-001
4.769999999997674e+001	2.348671e-001	4.260983e-001
4.759999999997672e+001	2.347935e-001	4.263564e-001
4.749999999997669e+001	2.347200e-001	4.266145e-001
4.739999999997667e+001	2.346464e-001	4.268725e-001
4.729999999997665e+001	2.345729e-001	4.271305e-001
4.719999999997663e+001	2.344993e-001	4.273885e-001
4.709999999997660e+001	2.344258e-001	4.276465e-001
4.699999999997658e+001	2.343522e-001	4.279045e-001
